ra,dec,classe,B-V,FeH,LogG,TEff,g,i,r,u,z,subclasse,redshift,Espectro_Tipo
336.12445,-0.87143909,STAR,0.871,-0.23,4.47,4955.0,88.425636,244.05899,189.191635,19.764198,275.262665,K3,-0.0001372454,K
335.89027000000004,-0.81244328,STAR,0.7120000000000001,-0.94,4.11,5613.0,22.88114,46.228817,38.533146,10.787662,47.956856,G0,-0.0003008449,G
335.91586,-1.0019677,STAR,0.8109999999999999,-0.16,4.45,5059.0,23.978231,62.967323,48.5042,6.133284,69.297264,K3,-0.000298018,K
336.03077,-0.94003216,STAR,0.8109999999999999,-0.16,4.45,5059.0,48.133965,132.99794,102.67804,11.10271,149.40358,K1,-0.0001824165,K
336.09846,-1.1425215,STAR,0.7859999999999999,-0.24,4.5,5221.0,317.457001,668.3553469999998,559.6075440000002,104.29911,719.857849,F9,-0.0002780137,F
336.04929,-0.7115891,STAR,0.645,-0.4,4.68,5467.0,71.194489,152.426865,126.256035,25.305258,164.382629,F9,-0.0001876118,F
336.02459,-0.98422293,STAR,0.645,-0.32,4.357,5476.0,297.604645,584.877319,497.355316,109.894165,623.980896,F9,4.011508e-05,F
336.09053,-1.0480806999999999,STAR,0.7120000000000001,-0.94,4.11,5613.0,17.422228,36.682281,30.813349,8.782855,37.91196400000001,F9,-0.000266233,F
336.01562,-0.79552206,STAR,1.014,-2.09,1.04,4483.0,13.408485999999998,32.253296,25.349003,5.979331,34.247929,G2,-0.001095205,G
335.92306,-0.93257547,STAR,1.0,0.05,4.5,4727.0,67.93514300000001,211.0672,158.06028700000005,12.594291,241.887482,K3,-5.23339e-05,K
336.23292000000004,-0.53393245,STAR,0.394,-1.7,3.93,5949.0,19.77639,34.096546000000004,28.498602,12.494865,37.268429,F5,-0.0005960033999999999,F
336.00957999999997,-0.44120433,STAR,0.439,-1.45,4.22,5952.0,31.110508000000006,51.95969,44.664219,19.166136,54.659409,F5,-0.0002147759,F
336.02631,-0.49503050000000004,STAR,0.6920000000000001,-0.71,4.62,5285.0,43.554523,98.568787,77.92423199999998,16.550409,110.492897,F9,-0.0001963796,F
336.08148,-0.48856844,STAR,0.871,-0.23,4.47,4955.0,17.165748999999998,53.450035,38.766426,4.720085,61.978474,K3,-0.0002304724,K
336.13729,-0.17545102,STAR,0.773,-0.03,4.55,5261.0,187.584717,399.295166,328.997498,63.78236,436.364227,F9,-0.0001329161,F
336.10874,0.03524377,STAR,0.0,-2.0,2.0,6000.0,13.458552,22.865049,19.89566,8.687302,25.384766,F5,-0.0008485397000000001,F
336.05697999999995,-0.48487742,STAR,0.7120000000000001,-0.94,4.11,5613.0,129.351425,256.49588,209.985474,68.06237,280.923737,G0,-0.0001883765,G
335.99682,-0.42482337,STAR,0.8109999999999999,-0.16,4.45,5059.0,47.31884,110.62973,88.913528,14.857882,122.996674,K1,-0.0001433896,K
336.06542,-0.45075235,STAR,0.8109999999999999,-0.16,4.45,5059.0,235.646805,544.5780030000002,435.447876,75.834518,610.404907,F9,-8.970549999999999e-05,F
336.26526,-0.37364715,STAR,0.0,-1.5,4.0,6000.0,316.2883,509.79919400000006,448.221802,194.137619,536.3601679999998,F5,8.089602e-05,F
336.096,0.00997975,STAR,0.45,-0.72,4.21,5966.0,564.072449,893.043091,792.856506,335.54895,937.362427,F5,-5.119087e-05,F
336.01249,-0.5355448,STAR,0.0,-1.5,4.0,6500.0,37.854382,57.94929499999999,51.863747,23.80673,60.082462,F5,0.0001811085,F
336.06712000000005,-0.14793283,STAR,0.754,-1.34,4.59,5047.0,15.405352,33.254959,27.266592,5.592882,36.531826,F9,-0.0001137651,F
336.49532,-0.4696335,STAR,0.0,-1.5,4.0,6000.0,156.706512,277.048737,234.789581,93.24884,297.166718,F5,-0.001033778,F
336.22553,-0.23214896,STAR,0.0,-2.0,4.0,6500.0,20.060266,32.227375,28.010086,14.376604,33.918671,A0,-0.0004885886,A
336.01646,-0.11552688,STAR,0.5720000000000001,-0.37,4.27,5661.0,211.673828,405.435211,341.132965,90.562523,437.996704,F9,3.666573e-05,F
336.26082,-0.01412314,STAR,0.0,-2.0,4.0,6000.0,15.403287,25.263056,22.05504,10.667107,26.940483,F5,-0.0007316126,F
336.25636000000003,-0.04538856,STAR,0.935,-0.51,2.46,4671.0,185.82605,455.543488,357.326813,50.395706,515.5059200000002,F9,-0.0006166332,F
336.25712000000004,-0.07542976,STAR,0.7859999999999999,-0.24,4.5,5221.0,34.297634,75.286652,61.533287,12.763693,82.656708,F9,-0.0001445909,F
335.62136,-1.2091014,STAR,0.0,-1.5,4.0,6000.0,35.473194,74.504997,59.130249,19.111591,83.560135,F5,-0.0004036876,F
335.85217,-1.2144538999999999,STAR,0.0,-2.0,4.0,6000.0,20.364239,35.533302,30.026011,11.597294,36.766621,F5,-0.000484884,F
335.75687,-1.2558154,STAR,0.871,-0.23,4.47,4955.0,24.956116,74.84186600000002,55.951096,6.705496000000001,85.398666,K3,-7.608385e-05,K
335.77126,-1.2311018999999999,STAR,0.871,-0.23,4.47,4955.0,12.320194,33.251896,25.433409,3.151817,37.66502,K3,4.199090000000001e-05,K
335.76628999999997,-1.0155051,STAR,0.6920000000000001,-0.71,4.62,5285.0,85.729073,185.517899,149.696564,31.640362,205.538269,F9,-7.120546e-05,F
335.87825,-0.74006594,STAR,0.6920000000000001,-0.71,4.62,5285.0,13.265484,29.852264,23.184622,5.7001550000000005,34.517136,F9,-0.0002093755,F
335.60037,-1.1860478,STAR,0.7170000000000001,-0.04,4.5,5426.0,126.240509,281.5259700000001,224.954834,43.552898,312.523682,F9,-5.281638e-06,F
335.64291000000003,-0.90814047,STAR,0.6559999999999999,-0.35,4.5,5377.0,20.894743,42.145473,35.562294,8.605222999999999,45.301746,F9,-0.0001463161,F
335.59738,-1.0068422,STAR,0.89,-0.44,2.57,4850.0,175.946564,551.9636230000001,398.128296,33.394108,659.144226,K1,-0.0003645197,K
335.66185,-0.98104411,STAR,0.7040000000000001,-0.76,4.49,5320.0,35.81765,74.415245,61.126442,15.142187,80.733818,F9,-0.0001298006,F
335.7039,-0.88636309,STAR,0.983,-0.39,4.414,4576.0,52.852715,158.81968700000004,118.307297,12.760001,184.296936,K3,-0.0001504915,K
335.74147999999997,-0.91741709,STAR,0.7090000000000001,-1.44,2.51,5073.0,143.355118,361.674103,274.370361,59.880821,417.611084,F9,-0.001245337,F
335.82589,-0.69553025,STAR,0.621,-1.7,4.49,5405.0,282.02124,545.882874,449.804077,143.46405,595.39801,G2,-0.0001085987,G
335.72337999999996,-0.94623767,STAR,0.813,0.01,2.7,5190.0,202.588882,467.286652,382.188446,50.185112,512.6328129999998,K1,-8.377924000000003e-05,K
335.5831,-0.68537057,STAR,0.603,-0.67,4.16,5474.0,42.286423,83.541267,70.047302,17.115599,89.705528,F9,-0.0002181489,F
335.66893,-0.96018676,STAR,0.58,-0.21,4.2,5625.0,167.178009,317.619141,270.472809,67.22872199999999,339.027405,F9,-0.0001489811,F
335.64185,-0.81003502,STAR,0.0,-1.5,2.0,6000.0,84.751251,140.821106,121.087486,49.839432,149.24023400000004,F5,-3.381293e-06,F
335.72514,-0.73342101,STAR,0.0,-1.5,4.0,6000.0,16.366056,26.677601,22.861214,10.230012,27.968227,F5,-0.0005814632,F
335.86773,-0.22836426,STAR,0.871,-0.23,4.47,4955.0,45.424408,121.130516,92.91626,12.110487,137.42756699999998,K3,-8.481196e-05,K
335.80905,-0.21441313,STAR,0.7859999999999999,-0.24,4.5,5221.0,30.219067,69.140785,55.144386,10.037484,76.853729,K1,0.0001489852,K
335.6777,-0.14927004,STAR,0.773,-0.03,4.55,5261.0,12.900493,31.647175,23.707083,5.27316,35.490662,F9,-0.0002384484,F
335.87800000000004,-0.40682235,STAR,0.95,-0.12,4.409,4775.0,10.005026,30.347916,22.751133,2.6406240000000003,35.54604000000001,K3,-8.57908e-05,K
335.70859,-0.34317551,STAR,0.53,-0.45,4.37,5873.0,369.275299,631.3447269999998,547.418762,202.685532,662.890625,F2,-0.0002557662,F
335.69229,-0.17792354,STAR,0.645,-0.32,4.357,5476.0,77.372772,148.965698,127.387489,30.092373,158.36969,F9,6.16721e-05,F
335.81003,-0.10899835,STAR,0.645,-0.32,4.357,5476.0,252.309982,498.660583,418.213501,101.486023,538.845398,F9,-0.0001825242,F
335.82358,-0.37069005,STAR,0.564,-0.32,4.42,5651.0,198.903381,377.390839,316.70636,96.373482,405.900299,F9,5.144964e-05,F
335.99374,0.02123102,STAR,0.645,-0.32,4.357,5476.0,220.45097400000003,430.214355,360.254944,93.630524,468.32254000000006,F9,-4.490916e-05,F
335.97832999999997,0.00673868,STAR,0.645,-0.32,4.357,5476.0,144.19006299999995,285.56488,237.337357,63.00098000000001,311.625702,F9,-6.283998e-05,F
124.43028000000001,40.271885,STAR,1.5019999999999998,-0.2,4.89,3717.0,1.807726,50.457729,8.892207,1.048093,120.630928,M6,-5.681041e-05,M
124.40355,40.09564,STAR,1.063,-0.47,4.522,4353.0,9.571316,33.291862,25.528309,2.133983,36.133278,K5,-0.0001141078,K
124.50651,39.977437,STAR,0.0,-1.5,4.0,8500.0,66.415222,49.613613,59.841469,51.050838,41.451092,A0,0.0002553946,A
124.74005,39.935357,STAR,0.287,-0.07,3.863,7134.0,13.75068,14.132121,16.599337,7.433580999999998,11.631965,F5,-4.8088820000000014e-05,F
199.77221,0.32986579,STAR,0.7040000000000001,-0.76,4.49,5320.0,144.532288,272.611694,228.059845,70.51342,293.11618,F9,0.00017301310000000005,F
254.15306,20.467078,STAR,0.456,-0.29,4.12,6163.0,0.422028,25.3578,1.932761,0.776772,119.373466,Ldwarf,-0.0001079768,L
254.15887,21.360628,STAR,-0.199,0.09,2.924,9899.0,2.182969,3.710037,3.000709,1.160393,4.182121,F6V (16673),-0.000440366,F
254.19831000000002,21.313214000000002,STAR,-0.199,0.09,2.924,9899.0,2.610252,3.607401,3.380005,2.626493,3.433416,F3/F5V (30743),-0.0008032694,F
254.23189,21.329181,STAR,1.5019999999999998,-0.2,4.89,3717.0,27.499939,42.456825,38.505833,14.369439000000002,43.305069,F3/F5V (30743),-0.0006840216,F
254.26143,20.817432,STAR,0.539,-1.08,4.37,5373.0,2.194446,2.729674,2.557098,1.592672,2.35321,B9Vn (177756),-0.0006620361999999999,B
167.56736999999998,58.008192,STAR,0.754,-1.34,4.59,5047.0,7.1845240000000015,15.659320999999998,12.959753,2.197748,15.9679,F9,-0.0004817426,F
167.64251000000002,57.9735,STAR,0.0,0.0,4.0,6000.0,24.860216,33.706699,31.444891,14.823924,33.091152,F5,-0.0006291208999999999,F
167.82281,58.35113199999999,STAR,0.561,-0.6,4.42,5659.0,24.189526,44.280148,37.056007,11.78977,46.429611,F2,-0.0005483065,F
167.68232,58.280765,STAR,0.621,-1.7,4.49,5405.0,26.633753,50.685051,41.979988,13.874532,54.122746,F2,-0.000103561,F
167.2824,58.027864,STAR,1.5019999999999998,-0.2,4.89,3717.0,6.257632,80.36526500000002,30.311464,0.585576,130.381287,M2,8.908671e-05,M
167.47541,58.108557,STAR,0.0,0.0,4.0,5000.0,7.467254,4.343239,5.678782,7.7207979999999985,3.640362,OB,-0.0001302296,O
167.01322,58.220496999999995,STAR,0.561,-0.6,4.42,5659.0,19.857416,37.074158,31.526236,8.834736,39.234928,F9,-0.0003192939,F
167.85958,58.006122,STAR,0.754,-1.34,4.59,5047.0,14.672596,35.861382,28.082029,3.126061,39.925617,K1,-0.0009339364,K
167.81953000000001,58.179533,STAR,0.773,-0.03,4.55,5261.0,45.437519,93.430107,77.330826,13.945077,100.689117,F9,-8.196785e-05,F
167.24923,58.062509,STAR,0.706,-0.95,3.73,5164.0,7.374047999999998,16.156457999999994,12.931021,3.696972,17.139372,F9,-0.0001155167,F
167.44526000000002,58.136277,STAR,0.0,-1.5,4.0,6000.0,30.217728,49.234657,43.041595,17.123539,50.507633,F5,-0.0006179282,F
111.5794,32.098988,STAR,0.8190000000000001,-0.17,4.43,5169.0,83.887054,203.699341,159.46257,25.543514,227.550354,K1,5.417454e-05,K
111.47143999999999,32.381343,STAR,0.0,-2.0,4.0,6000.0,91.382492,141.09063700000004,123.935234,68.142128,144.211365,F5,5.929086e-05,F
111.52767,32.392782000000004,STAR,0.645,-0.32,4.357,5476.0,163.538925,332.509064,271.40271,74.7136,361.921234,F9,-5.595525e-06,F
111.56768000000001,31.939264,STAR,0.764,-0.61,4.34,5132.0,111.986473,286.851318,214.85527,40.910973,336.653839,F9,-0.0002284184,F
111.60667,31.707914000000002,STAR,0.816,-0.44,3.427,4845.0,362.936798,879.488098,675.710266,139.591827,1010.28656,F9,-9.146506e-05,F
111.73075,31.698176,STAR,0.6920000000000001,-0.71,4.62,5285.0,288.0737,650.804016,513.076782,114.98806,735.092834,F9,0.0002113641,F
111.94967,31.740177000000003,STAR,0.5720000000000001,-0.37,4.27,5661.0,298.991394,581.279175,479.151978,155.76238999999995,633.6242679999998,G2,-3.940781e-05,G
111.8008,31.920462,STAR,0.8190000000000001,-0.17,4.43,5169.0,215.511124,552.183228,429.179657,57.105061,627.780823,K1,-6.189589e-05,K
111.60473999999999,31.642943,STAR,0.645,-0.4,4.68,5467.0,50.47994600000001,102.567703,83.768677,23.361511,112.896622,F9,7.232223e-05,F
111.78634,31.88703,STAR,0.674,0.03,4.387,5480.0,143.389511,298.1244200000001,244.253815,60.573685,325.468628,F9,-2.106606e-05,F
111.66143000000001,31.646855,STAR,0.0,-1.0,4.0,6000.0,76.226624,141.93211399999996,116.903114,50.504177,153.81088300000005,F5,-7.402967e-05,F
111.79296000000001,31.438094,STAR,0.6920000000000001,-0.71,4.62,5285.0,238.241791,510.080994,410.837555,101.925888,566.387146,F9,8.755401e-05,F
111.6598,31.718052,STAR,0.851,0.36,4.38,5211.0,295.099518,773.85083,593.1220089999998,71.076233,894.026733,K1,1.5833690000000004e-06,K
111.91169,31.618721999999998,STAR,0.8190000000000001,-0.17,4.43,5169.0,35.88203400000001,89.168945,70.46614100000002,10.595284,100.694267,K1,0.00017032330000000002,K
111.7542,31.410157,STAR,0.64,-0.08,4.351,5473.0,65.010773,138.352203,111.331833,27.926258,154.004196,F9,-7.381693e-05,F
111.73225,32.012614,STAR,0.8190000000000001,-0.07,4.79,5139.0,90.664597,224.073837,176.941727,26.031612,250.19075,K1,-2.812203e-05,K
111.54708000000001,31.634708000000003,STAR,0.645,-0.4,4.68,5467.0,82.953186,178.08493,142.340973,37.524868,197.624039,F9,-7.842385e-06,F
111.86247,31.596353000000004,STAR,0.768,-0.46,4.1,5097.0,225.098679,489.24884,394.625031,87.943848,542.946228,F9,0.000106961,F
111.86408999999999,31.526562,STAR,0.0,-2.0,4.0,6000.0,65.7239,114.749641,96.735405,48.797634,124.694542,F5,6.153505e-05,F
111.53693999999999,31.601507,STAR,0.6779999999999999,-0.06,3.85,5466.0,821.289185,1759.5981399999996,1409.43311,366.992279,1973.46729,F9,1.483884e-05,F
111.75561,32.483083,STAR,0.7859999999999999,-0.24,4.5,5221.0,225.055008,491.435699,403.427521,74.270912,531.975098,F9,-0.0001996897,F
111.90352,32.189227,STAR,0.722,0.31,4.28,5501.0,81.033897,171.931122,143.526443,25.813263,185.638336,F9,-1.946337e-05,F
111.86692,32.321161,STAR,0.8190000000000001,-0.17,4.43,5169.0,72.327698,175.017685,138.341904,22.816666,194.471832,K1,0.0001378887,K
111.93834,32.303781,STAR,0.645,-0.4,4.68,5467.0,87.374413,173.269775,144.808411,39.557842,186.967056,F9,0.0001061201,F
111.81268999999999,32.480593,STAR,0.0,0.0,2.0,5000.0,56.496681,114.057419,92.581444,37.824821,127.659698,F5,0.0006421698,F
112.00046,32.267162,STAR,0.0,-1.0,4.0,6500.0,272.551178,392.327698,361.137787,188.937592,396.306152,F5,9.321406e-05,F
112.18122,32.153324,STAR,0.603,-0.25,4.396,5576.0,160.761612,290.962494,253.687744,70.043396,306.11462400000005,F9,0.0001605421,F
111.7988,32.245982,STAR,0.7859999999999999,-0.24,4.5,5221.0,53.03005600000001,113.503784,91.883568,22.161371,125.593376,F9,-5.205029000000001e-05,F
112.07063000000001,32.132529999999996,STAR,0.767,0.36,4.6,5232.0,75.61623399999998,156.797958,131.51353500000002,26.715782,169.580811,F9,0.0001829171,F
111.93691000000001,32.273828,STAR,0.7859999999999999,-0.24,4.5,5221.0,56.332359,126.7211,103.215126,17.576176,138.96199,F9,0.0001997258,F
111.77611,32.161676,STAR,0.0,-1.5,4.0,6000.0,55.268661,90.128853,78.359367,36.77285,94.326767,F5,-0.0002896755,F
111.8825,32.20191,STAR,0.7490000000000001,-0.21,4.5,5239.0,122.731781,257.444763,212.912933,40.12711,280.539673,F9,-0.0001189361,F
112.07031,32.066274,STAR,0.773,-0.03,4.55,5261.0,42.024284,92.346413,75.529503,14.143298,100.50676,F9,-5.942695e-05,F
112.27896000000001,32.079082,STAR,0.7859999999999999,-0.24,4.5,5221.0,228.18898,471.72915599999993,391.770172,95.774567,513.16333,F9,-7.580968000000001e-05,F
112.14703999999999,32.018252000000004,STAR,0.511,-0.89,3.76,5680.0,121.829994,245.915283,198.386414,71.407394,276.020142,F2,-0.0001845723,F
111.80398999999998,32.153034999999996,STAR,0.8190000000000001,-0.07,4.79,5139.0,235.42646800000003,626.7238769999999,486.848846,46.656975,711.005432,K1,1.552465e-05,K
111.86044,32.042374,STAR,0.7170000000000001,-0.04,4.5,5426.0,40.687061,84.672661,69.182076,13.782225,98.011841,F9,0.00013721059999999998,F
112.19658999999999,32.174444,STAR,0.645,-0.32,4.357,5476.0,49.167103,91.228966,78.98226899999997,18.596367,97.026726,F9,0.0001399134,F
112.03753999999999,31.764492999999998,STAR,0.564,-0.54,4.4,5720.0,76.61635600000002,137.108002,116.27964,41.154301,147.817459,G2,-0.0001470326,G
112.12631,31.581792,STAR,0.105,-0.08,3.769,7354.0,2622.16138,2466.77148,2588.81006,2044.02698,2354.14746,A0,8.260326999999999e-05,A
112.03585,31.476752,STAR,0.0,-2.5,4.0,9000.0,152.067307,102.339027,123.677307,147.20549,89.469032,WD,7.645869e-05,W
112.30453999999999,31.671245000000003,STAR,0.645,-0.32,4.357,5476.0,56.147755,116.03492,94.38166,24.178919,129.014023,F9,-3.617283e-06,F
112.25961000000001,31.667634000000003,STAR,0.107,-1.67,3.18,7852.0,568.849426,442.28195199999993,494.479797,535.5029910000002,420.254333,A0,-0.0001974435,A
112.40243000000001,31.463596999999996,STAR,0.813,0.01,2.7,5190.0,162.587128,339.169159,289.560242,43.966404,364.37854,K1,7.419495e-05,K
112.10243999999999,31.445121999999998,STAR,0.8190000000000001,-0.17,4.43,5169.0,44.133739,113.727386,87.838585,11.181315,131.17434699999998,K1,2.121511e-06,K
111.97715,31.505446000000003,STAR,0.0,-1.5,4.0,6500.0,65.813385,99.030128,88.119263,49.743904,103.198929,A0,-0.0002617414,A
112.17809,31.975240999999997,STAR,0.382,-0.2,3.999,6604.0,562.270447,804.5134889999998,735.350098,388.310272,820.120056,F5,-4.814608e-05,F
112.03198,31.825131,STAR,0.813,0.01,2.7,5190.0,102.128448,240.242218,192.030991,24.926529,267.046844,K1,4.444353e-05,K
32.049,6.222879900000001,STAR,1.063,-0.47,4.522,4353.0,167.279083,673.039246,458.844849,20.241831,813.573853,K5,9.584628e-05,K
32.217898999999996,5.9287,STAR,0.0,-1.5,4.0,6000.0,14.854733,25.426641,21.587559,8.099256,25.719959,F5,0.0003892083,F
32.032101000000004,6.40802,STAR,0.0,-1.5,4.0,6000.0,44.102505,74.81324000000002,64.317245,23.69475,76.88942,F5,-9.041953e-05,F
32.2826,6.0306902000000004,STAR,0.452,-1.16,4.3,5961.0,15.068318,26.492561,22.624815,6.805052000000001,25.427471,F5,-0.0005249998,F
32.1441,6.2205901,STAR,0.983,-0.39,4.414,4576.0,32.960815000000004,109.05226100000002,78.840866,4.879038,126.30576299999998,K3,-0.0001571931,K
32.089199,6.3522902000000006,STAR,0.983,-0.39,4.414,4576.0,39.934216,140.58728,100.344772,5.671968,164.90858500000004,K5,-0.0002075524,K
32.1073,6.4186902,STAR,0.0,0.0,4.0,6000.0,50.777496,85.98234599999998,73.351715,30.340538,89.770302,F5,-0.0001610842,F
32.209599,6.24225,STAR,0.501,-0.88,3.81,5845.0,24.435951,41.525726,35.705135,13.495256,42.471943,F5,-0.00017783240000000006,F
32.0051,6.5499700999999995,STAR,0.7859999999999999,-0.24,4.5,5221.0,56.079666,146.83068799999995,111.22718799999998,15.301126000000002,163.134476,K1,8.578623e-05,K
32.282902,6.3023901,STAR,0.0,-1.5,4.0,6500.0,43.631699,68.35128,59.833061,26.601051,70.42427099999998,F5,-0.0008219974,F
32.344398,6.3164301,STAR,0.561,-0.6,4.42,5659.0,45.693916,87.07480600000002,72.59964000000002,20.608414,93.363686,G2,-0.0002036071,G
32.321899,6.2273798,STAR,1.063,-0.47,4.522,4353.0,172.54805,639.5605469999998,460.851807,21.976984,748.773132,K5,-7.247371e-05,K
32.157101000000004,6.07338,STAR,0.7040000000000001,-0.76,4.49,5320.0,371.17392,783.374573,635.6699219999998,129.024323,861.2161869999999,F9,-0.0002508774,F
32.406898,6.3446598,STAR,0.95,-0.12,4.409,4775.0,46.025669,140.066284,105.855804,6.483215,157.335983,K3,0.0001969144,K
32.391102000000004,6.2781701,STAR,0.0,-2.5,4.0,6500.0,75.258896,113.179237,101.63308,48.238708,114.703987,A0,0.0001286014,A
32.117298,6.5553598,STAR,0.95,-0.12,4.409,4775.0,92.392548,290.784821,217.920853,12.742287,332.879211,K3,-0.0001473176,K
32.3018,6.14888,STAR,0.0,-2.0,4.0,6000.0,24.802813,42.82132,36.25565,15.464022,44.565464,F5,-0.0007261399000000001,F
32.048698,6.26227,STAR,1.069,-0.28,4.64,4382.0,39.152126,192.611893,124.200851,3.870409,238.703491,K5,-0.0001058368,K
31.4909,5.7738199,STAR,0.7040000000000001,-0.76,4.49,5320.0,12.938806,27.518728000000007,22.249222,5.772235,29.712044,F9,0.0001195762,F
31.450001,5.7372098,STAR,0.0,0.0,2.0,5000.0,76.17648299999998,149.25384499999996,122.14858999999998,41.966915,163.408646,F5,0.0002040421,F
31.5492,5.55269,STAR,0.6609999999999999,-1.42,2.4,5152.0,144.306152,301.478455,243.081573,71.375473,331.774719,F2,-0.0001133911,F
31.454399,5.488510099999999,STAR,1.491,-0.04,4.958,3980.0,14.583884,135.814499,61.862198,2.322566,203.172852,M1,-1.731878e-05,M
31.523398999999998,5.83922,STAR,1.038,0.07,4.251,4528.0,109.276886,358.963562,263.886932,16.814085000000002,419.665955,K3,-6.629349e-05,K
31.8001,5.734779799999999,STAR,0.0,-1.5,4.0,6000.0,20.834572,36.420193,31.821255,11.685897,37.488335,F5,-0.0004169538,F
31.5201,5.71451,STAR,0.0,-2.0,4.0,8500.0,111.644707,88.899277,99.889244,93.570564,83.30835,A0,-8.747003e-05,A
31.4627,5.806489900000001,STAR,1.069,-0.28,4.64,4382.0,30.994204,152.510147,98.696358,3.4464589999999995,191.143097,K7,-4.124047e-05,K
31.5469,5.4858899,STAR,0.7040000000000001,-0.76,4.49,5320.0,34.066799,76.009659,61.199951,11.848332,83.02861,F9,3.857189e-05,F
31.7747,5.815179799999999,STAR,0.95,-0.12,4.409,4775.0,48.612396,157.501129,113.548973,8.236341,187.380722,K3,0.0001956366,K
31.4459,5.8659301,STAR,1.5019999999999998,-0.2,4.89,3717.0,6.604508,101.375214,30.86017,0.698543,186.296997,M3,3.167292e-05,M
31.5709,5.62046,STAR,0.0,0.0,4.0,6000.0,19.247869,36.975903,30.593719,11.045739,40.20422,F5,3.008085e-05,F
31.4424,5.9705801,STAR,1.5019999999999998,-0.2,4.89,3717.0,5.2380559999999985,59.657299,23.885134,0.308203,96.350822,M2,0.0001318723,M
31.7239,5.5486698,STAR,0.983,-0.39,4.414,4576.0,38.035645,130.693375,95.354202,6.647552,152.730301,K5,-3.797479e-05,K
31.670799,5.892829900000001,STAR,0.0,-2.0,4.0,6000.0,33.975536,53.751484,47.611168,21.784819,57.281864,F5,0.0001519693,F
31.696699,5.94696,STAR,0.0,-2.0,4.0,6500.0,18.091135,27.573288,24.895163,11.047599,28.832075,A0,-0.0004408271,A
31.7948,5.8667002,STAR,0.564,-0.54,4.4,5720.0,134.806366,258.470551,216.132553,66.08130600000001,276.21234100000004,G2,-5.428135e-05,G
31.774599,5.91574,STAR,1.038,0.07,4.251,4528.0,111.248039,450.8526,307.541565,15.164571,548.089783,K5,1.533787e-05,K
31.7395,6.486909900000001,STAR,1.038,0.07,4.251,4528.0,49.280094,161.575226,120.92894,6.503318,186.196152,K3,-0.0001663284,K
32.0238,6.144360099999999,STAR,0.4270000000000001,-1.51,4.03,5645.0,19.109707,31.377985,28.25758,10.199763,33.439091,F5,0.0002142644,F
31.826401,6.2592502,STAR,0.0,-1.0,4.0,6500.0,34.306141,29.792583,30.65744,33.141762,29.926765000000003,F5,-0.0005131412,F
31.8025,6.27527,STAR,0.4270000000000001,-1.51,4.03,5645.0,43.625298,68.95530699999999,62.054424,25.638245,72.461708,F5,0.0001805777,F
169.67693,12.323959,STAR,0.0,-2.0,4.0,6500.0,316.911987,430.306122,398.468018,220.81926,439.311401,F5,0.00019585830000000006,F
241.91213,19.373504999999998,STAR,1.2990000000000002,-0.01,2.11,4395.0,3.643172,2.140857,3.101132,2.971437,1.020003,B5 (338529),-0.0004464515,B
241.9023,19.219676,STAR,-0.199,0.09,2.924,9899.0,6.255688,3.743407,5.163397,4.902845,2.047833,B5 (338529),-9.095879e-05,B
241.77129,18.546284,STAR,0.895,0.25,2.65,5063.0,1.773062,1.540791,1.512708,1.7623080000000002,1.996251,WDcooler,-0.0008727479,W
241.76196000000002,18.516442,STAR,1.226,-0.25,1.76,4318.0,3.852743,3.632075,4.033052,2.161656,3.233473,sd:F0 (G_84-29),-6.357189e-05,s
241.79172999999997,18.631905,STAR,0.647,-2.32,1.32,4949.0,1.552753,8.620799,4.092679,0.554978,13.648601,M1 (204445),-0.0001984066,M
241.82471,19.106522000000002,STAR,0.18,-2.09,2.497,6537.0,1.869813,3.433799,3.059927,1.066325,3.174452,K0V (10780),-0.0002498663,K
187.11252,11.801459,STAR,0.7859999999999999,-0.24,4.5,5221.0,270.631866,635.84021,515.836609,78.96330999999998,693.67395,K1,-5.150635e-05,K
120.20468999999999,36.380481,STAR,0.0,-2.5,4.0,9000.0,27.131281,17.586599,21.755199,21.536217,16.349289000000002,WD,7.661973e-05,W
120.01321999999999,37.533758,STAR,0.486,-0.65,3.7,5790.0,59.942783,98.031395,86.766121,32.547447,101.936264,F2,8.280694999999999e-05,F
120.05027,37.170390000000005,STAR,1.5019999999999998,-0.2,4.89,3717.0,4.0038550000000015,35.49299600000001,13.694398,1.204441,59.821175,M3,-8.878986999999999e-05,M
310.30081,0.22799629999999999,STAR,0.8109999999999999,-0.16,4.45,5059.0,13.702809,32.280476,25.910948,4.293756,35.523361,K1,-0.0001264616,K
310.21097000000003,0.29075593,STAR,0.7040000000000001,-0.76,4.49,5320.0,31.624311,75.602036,60.403801,9.847888,83.400948,F9,0.000235301,F
310.12703999999997,1.0123364,STAR,0.983,-0.39,4.414,4576.0,6.7639380000000005,23.984436,16.475389,1.445072,27.767443,K5,-4.700584e-05,K
310.25079,1.0129058000000002,STAR,1.41,-0.06,4.165,3858.0,12.422466,89.854065,44.90435,1.603359,130.81326299999998,M0,0.0001042556,M
310.28972999999996,0.9505142,STAR,0.6920000000000001,-0.71,4.62,5285.0,29.6852,65.314774,52.654198,11.005857,71.98419200000002,F9,-0.0002382705,F
357.13414,36.609518,STAR,0.764,-0.61,4.34,5132.0,2.944319,8.117286,6.331695,0.920664,9.666475,K1,-0.0003340047,K
